0	9.384944
1	9.313070
2	9.241111
3	9.168994
4	9.096664
5	9.024082
6	8.951229
7	8.878096
8	8.804690
9	8.731045
10	8.657197
11	8.583206
12	8.509141
13	8.435085
14	8.361115
15	8.287308
16	8.213714
17	8.140361
18	8.067244
19	7.994325
20	7.921552
21	7.848855
22	7.776169
23	7.703439
24	7.630617
25	7.557673
26	7.484592
27	7.411372
28	7.338024
29	7.264573
30	7.191054
31	7.117521
32	7.044033
33	6.970659
34	6.897472
35	6.824539
36	6.751912
37	6.679626
38	6.607680
39	6.536060
40	6.464714
41	6.393595
42	6.322637
43	6.251789
44	6.180999
45	6.110231
46	6.039459
47	5.968670
48	5.897858
49	5.827033
50	5.756213
51	5.685427
52	5.614719
53	5.544140
54	5.473747
55	5.403596
56	5.333739
57	5.264208
58	5.195018
59	5.126156
60	5.057589
61	4.989259
62	4.921113
63	4.853082
64	4.785111
65	4.717153
66	4.649173
67	4.581148
68	4.513063
69	4.444927
70	4.376751
71	4.308563
72	4.240408
73	4.172339
74	4.104419
75	4.036716
76	3.969285
77	3.902175
78	3.835408
79	3.768985
80	3.702880
81	3.637053
82	3.571453
83	3.506025
84	3.440726
85	3.375521
86	3.310388
87	3.245323
88	3.180334
89	3.115448
90	3.050709
91	2.986178
92	2.921939
93	2.858088
94	2.794733
95	2.731997
96	2.669991
97	2.608819
98	2.548566
99	2.489219
100	2.430860
101	2.373579
102	2.317490
103	2.262738
104	2.209520
105	2.158083
106	2.108727
107	2.061793
108	2.017636
109	1.976441
110	1.937652
111	1.900980
112	1.866463
113	1.834239
114	1.804511
115	1.777541
116	1.749566
117	1.720532
118	1.690438
119	1.659311
120	1.627203
121	1.594175
122	1.560301
123	1.525658
124	1.490340
125	1.454467
126	1.418204
127	1.381785
128	1.345544
129	1.309939
130	1.273257
131	1.235837
132	1.198138
133	1.160723
134	1.124206
135	1.089114
136	1.055121
137	1.018043
138	0.977750
139	0.933936
140	0.885963
141	0.830212
142	0.769277
143	0.707851
144	0.652990
145	0.612333
146	0.590367
147	0.588053
148	0.605759
149	0.643265
150	0.696919
151	0.759397
152	0.823229
153	0.883108
154	0.935931
155	0.980080
156	1.014802
157	1.039801
158	1.055008
159	1.060446
160	1.056172
161	1.042242
162	1.018720
163	0.985722
164	0.943515
165	0.892727
166	0.834714
167	0.772182
168	0.709964
169	0.655323
170	0.616038
171	0.597185
172	0.598887
173	0.620536
174	0.661849
175	0.717799
176	0.779907
177	0.840945
178	0.896400
179	0.943929
180	0.982505
181	1.011792
182	1.031767
183	1.042501
184	1.044066
185	1.036476
186	1.019722
187	0.993782
188	0.958699
189	0.914725
190	0.862590
191	0.803949
192	0.742089
193	0.682633
194	0.633194
195	0.600260
196	0.576270
197	0.556304
198	0.532913
199	0.501244
200	0.453721
201	0.377551
202	0.278483
